,Survived
so,0
,0
so,0
,0
so,0
,0
kishan,0
,0
healthy,0
,0
so,0
,0
unhealthy,1
,0
unhealthy,1
,0
sonu,0
,0
unhealthy,0
,0
unheathy,1
,0
healthy,0
,0
sonu,0
,0
sonu,0
,0
sonu,0
,0
sonu,0
,0
sonu,0
,0
sonu,0
,0
sonu,0
,0
sonu,0
,0
sonu,0
,0
sonu,0
,0
sonu,0
,0
unhealthy,1
,0
healthy,0
,0
kishan,0
,0
ravi,0
,0
ravi,0
,0
ravi,0
,0
vivek,1
,0
vivek,0
,0
ravi,0
,0
unhealthy,0
,0
unhealthy,0
,0
unhealthy,1
,0
healthy,0
,0
healthy,0
,0
healthy,0
,0
healthy,0
,0
shweta,0
,0
shweta,0
,0
shweta,0
,0
shweta,1
,0
shweta,0
,0
shweta,0
,0
shweta,0
,0
shweta,0
,0
shweta,0
,0
shweta,0
,0
shweta,0
,0
unhealthy,1
,0
unhealthy,1
,0
healthy,0
,0
tyson,0
,0
tyson,0
,0
tyson,0
,0
test,0
,0
sonu,0
,0
sir,0
,0
sir,0
,0
sir,0
,0
test,0
,0
tst,0
,0
tst,1
,0
sachin,0
,0
sachin,0
,0
sachin,0
,0
sachin,0
,0
sachin,0
,0
sachin,0
,0
sachin,0
,0
sachin,0
,0
sachin,0
,0
sachin,0
,0
tst,0
,0
tst,0
,0
tst,0
,0
t9,0
,0
park,0
,0
park,1
,0
park,1
,0
park,1
,0
sonu,0
,0
p4,0
,0
p5,0
,0
p6,1
,0
p6,1
,0
healthy,0
,0
unhealthy,1
,0
p7,0
,0
p7,1
,0
p8,1
,0
h,0
,0
tst,1
,0
ba,0
,0
p10,1
,0
p11,1
,0
parkpost,0
,0
p12,0
,0
p12,0
,0
p12,0
,0
p12,1
,0
park6,1
,0
ba1,1
,0
ba1,0
,0
ba1,0
,0
tst,0
,0
sonu,1
,0
sonu,1
,0
sonu,0
,0
sonu,0
,0
sonu,0
,0
sonu,0
,0
sonu,0
,0
ravi,0
,0
shweta,0
,0
shweta,0
,0
shweta,0
,0
vivek,0
,0
rahul,0
,0
sanjay,0
,0
tst,1
,0
tst,1
,0
tst,1
,0
tst,0
,0
tst,0
,0
saloni,0
,0
tilak,0
,0
ttt,0
,0
sha,0
,0
sonu,1
,0
sonu,1
,0
sonu,0
,0
sha,0
,0
sha,0
,0
un,1
,0
he,0
,0
swathi,1
,0
swathi,0
,0
tst,0
,0
tst,0
,0
tst,0
,0
tst,0
,0
tst,0
,0
tst,1
,0
swathi,0
,0
tst,0
,0
tst,0
,0
tst,0
,0
vara,0
,0
tt,0
,0
sadique,0
,0
tst,0
,0
viba,0
,0
shin,1
,0
shin,1
,0
shin,0
,0
shin,0
,0
test,0
,0
tst,0
,0
tst,1
,0
tst,0
,0
ttt,0
,0
tst,1
,0
tst,1
,0
tst,0
,0
tst,0
,0
aaa,1
,0
tst,0
,0
tst,0
,0
tst,1
,0
tst,0
,0
tst,0
,0
shri,0
,0
tst,0
,0
tst,0
,0
tst,1
,0
tst,1
,0
tst,0
,0
tst,1
,0
ttt,0
,0
ttt,1
,0
ttt,1
,0
laxmi,0
,0
tst,0
,0
tst,0
,0
tst,0
,0
sonu,0
,0
sonu,1
,0
sonu,1
,0
sonu,0
,0
sonu,0
,0
sonu,0
,0
sonu,0
,0
sonu,0
,0
sonu,0
,0
sonu,0
,0
park,1
,0
heathy,1
,0
healthy,0
,0
healthy,0
,0
sonu,0
,0
sonu,1
,0
sonu,1
,0
sonu,1
,0
tst,1
,0
sonu,1
,0
sonu,0
